ros_timestamp_ns,system_timestamp_ns,openarm_right_joint1,openarm_right_joint3,openarm_right_joint4,openarm_left_joint6,openarm_left_joint5,openarm_left_joint2,openarm_left_joint7,openarm_left_joint4,openarm_right_joint5,openarm_left_joint1,openarm_right_joint2,openarm_left_joint3,openarm_right_joint7,openarm_right_joint6
1778211145720769075,1778211145723456466,0.03833829251544962,0.010872053101396162,0.23174639505607608,-0.3488593881132225,0.07839322499427759,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.3664072632944233,0.07267109178301645,0.04901960784313708,-0.03376058594644071,-0.11806668192568814,0.12989242389562783
1778211145732867305,1778211145743536606,0.03871976806286703,0.010872053101396162,0.23174639505607608,-0.3492408636606399,0.078774700541695,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.3664072632944233,0.07267109178301645,0.04940108339055449,-0.03376058594644071,-0.11806668192568814,0.13027389944304524
1778211145761344418,1778211145763456877,0.03871976806286703,0.010872053101396162,0.23174639505607608,-0.3492408636606399,0.078774700541695,-0.04482337682154558,0.31834134431982797,0.4091325246051749,-0.3664072632944233,0.07267109178301645,0.05016403448538931,-0.03376058594644071,-0.11806668192568814,0.13027389944304524
1778211145782536384,1778211145783454750,0.03871976806286703,0.010872053101396162,0.23174639505607608,-0.3492408636606399,0.07839322499427759,-0.04482337682154558,0.31834134431982797,0.4091325246051749,-0.3664072632944233,0.07267109178301645,0.05092698558022413,-0.03376058594644071,-0.11768520637827073,0.12989242389562783
1778211145794062884,1778211145803467381,0.03871976806286703,0.010872053101396162,0.23174639505607608,-0.3492408636606399,0.078774700541695,-0.04482337682154558,0.31795986877241056,0.4091325246051749,-0.3664072632944233,0.07267109178301645,0.051689936675058945,-0.03376058594644071,-0.11768520637827073,0.12989242389562783
1778211145822295837,1778211145823471063,0.03871976806286703,0.011253528648813571,0.23174639505607608,-0.3492408636606399,0.07839322499427759,-0.04482337682154558,0.31795986877241056,0.4087510490577575,-0.3664072632944233,0.07267109178301645,0.05283436331731117,-0.03376058594644071,-0.1161593041886011,0.12989242389562783
1778211145836368314,1778211145843598183,0.03871976806286703,0.011253528648813571,0.23174639505607608,-0.3492408636606399,0.07839322499427759,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.3664072632944233,0.07267109178301645,0.05283436331731117,-0.03376058594644071,-0.11577782864118369,0.12989242389562783
1778211145856227113,1778211145863578401,0.03871976806286703,0.011253528648813571,0.23174639505607608,-0.3492408636606399,0.07801174944686018,-0.04482337682154558,0.31795986877241056,0.4087510490577575,-0.3664072632944233,0.07267109178301645,0.05283436331731117,-0.03376058594644071,-0.11577782864118369,0.12989242389562783
1778211145876772459,1778211145883538863,0.03871976806286703,0.012397955291065799,0.2321278706034935,-0.3492408636606399,0.07801174944686018,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.3667887388418407,0.07267109178301645,0.05321583886472858,-0.03376058594644071,-0.11577782864118369,0.12989242389562783
1778211145898058680,1778211145903545584,0.03871976806286703,0.014305333028152845,0.2321278706034935,-0.3492408636606399,0.07801174944686018,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.3667887388418407,0.07267109178301645,0.05283436331731117,-0.03528648813611035,-0.11577782864118369,0.13027389944304524
1778211145918516558,1778211145923495014,0.03833829251544962,0.01621271076523989,0.2321278706034935,-0.3492408636606399,0.07801174944686018,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.3667887388418407,0.07305256733043386,0.05283436331731117,-0.03681239032577999,-0.11539635309376628,0.13027389944304524
1778211145938452920,1778211145943484144,0.03833829251544962,0.017738612954909527,0.2321278706034935,-0.3492408636606399,0.07801174944686018,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.3671702143892581,0.07381551842526868,0.05245288776989376,-0.03871976806286703,-0.11425192645151405,0.13027389944304524
1778211145959773566,1778211145963528983,0.03833829251544962,0.0207904173342488,0.2325093461509109,-0.3492408636606399,0.07763027389944277,-0.04482337682154558,0.31795986877241056,0.4087510490577575,-0.3671702143892581,0.0745784695201035,0.05283436331731117,-0.03986419470511926,-0.11158159761959219,0.13027389944304524
1778211145979453549,1778211145983497752,0.037956816968032214,0.022697795071335847,0.23479819943541536,-0.3492408636606399,0.07763027389944277,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.36755168993667553,0.0745784695201035,0.05283436331731117,-0.0413900968947889,-0.10852979324025291,0.13027389944304524
1778211145992203698,1778211146003580110,0.037956816968032214,0.024986648355840302,0.23746852826733722,-0.3492408636606399,0.07763027389944277,-0.04482337682154558,0.31795986877241056,0.4087510490577575,-0.36984054322118,0.0745784695201035,0.05283436331731117,-0.042153047989623715,-0.1081483176928355,0.13027389944304524
1778211146015205766,1778211146023551187,0.037193865873197396,0.03032730601968403,0.24166475928892872,-0.3492408636606399,0.07763027389944277,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.3740367742427715,0.0745784695201035,0.05283436331731117,-0.042915999084458534,-0.10509651331349623,0.13065537499046265
1778211146035665164,1778211146043467701,0.03604943923094517,0.037193865873197396,0.24586099031052022,-0.3492408636606399,0.07724879835202536,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.37670710307469335,0.0745784695201035,0.05245288776989376,-0.042915999084458534,-0.10433356221866141,0.13141832608529747
1778211146056365069,1778211146063673432,0.03566796368352776,0.04520485236896299,0.25120164797436395,-0.3492408636606399,0.07724879835202536,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.3797589074540326,0.0749599450675209,0.05245288776989376,-0.04329747463187594,-0.10433356221866141,0.13408865491721933
1778211146077656438,1778211146083532141,0.03528648813611035,0.055886167696650446,0.2565423056382077,-0.3492408636606399,0.07724879835202536,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.3835736629282067,0.0749599450675209,0.05283436331731117,-0.04482337682154558,-0.10585946440833105,0.13981078812848047
1778211146097460409,1778211146103572840,0.03528648813611035,0.06275272755016381,0.26417181658655586,-0.3492408636606399,0.07724879835202536,-0.04482337682154558,0.31834134431982797,0.4087510490577575,-0.386625467307546,0.0749599450675209,0.05283436331731117,-0.046730754558632626,-0.12111848630502742,0.1535439078355072
1778211146118595801,1778211146123497774,0.03528648813611035,0.07534142061493831,0.2729457541771563,-0.3492408636606399,0.07763027389944277,-0.04482337682154558,0.3187228198672454,0.4087510490577575,-0.3904402227817201,0.0749599450675209,0.05283436331731117,-0.04825665674830226,-0.1455329213397416,0.16956588082703838
